Question,Answer
Which bird is known for its distinctive laugh-like call?,.snoiger lacitcarp fo gnileef eht si tI .snoiger lacitcarp fo gnileef eht si tI .snoiger lacitcarp fo gnileef eht si tI .snoiger lacitcarp fo gnileef eht si tI .snoiger lacitcarp fo gnileef eht si tI .snoiger lacitcarp fo gnileef eht si
What is the primary source of energy for the Earth's climate system?,.snoitidnoc lacisyhp rof stnemele gnitatsaved ot desu eb nac taht snoitidnoc lacigolohcysp dna lacisyhp fo ytirgetni eht si tI .snoitidnoc lacigolohcysp dna lacisyhp fo ytirgetni eht si tI .snoitidnoc lacigolohcysp
Which mammal is known for its ability to echolocate?,".snoitidnoc lacidem fo esuac niam eht si tahw si hcihw ,snoitidnoc lacimehc fo esuac niam eht si tI .snoitidnoc lacimehc fo esu niam eht si hcihw ,snoitidnoc lacimehc fo esu niam eht si tI .snoitidnoc lacimehc fo esu"
What is the difference between supervised and unsupervised learning?,.snoitacilppa fo ytilibailer dna ytilibadroffa eht gnivah tuohtiw snoitacilppa fo ytilibailer eht gnivah tuohtiw snoitacilppa fo ytilibadroffa eht gnivah tuohtiw snoitacilppa fo ytilibani eht gnivah tuohtiw ytilibadro
What is the role of a catalyst in a chemical reaction?,".snoitidnoc lacisyhp otni sksat egral nwod gnikaerb dna ,snoitidnoc lacidem otni sksat eht gnikaerb ,snoitidnoc lacidem ni snoitidnoc gnitcetorp fo esu eht gnikaerb ,snoitidnoc lacidem dna snoitidnoc gnitcetorp fo"
What is the difference between kinetic and potential energy?,".snoitidnoc lacisyhp rof tluciffid eb nac dna ,noitacifidica naeco rof tluciffid eb nac ,noitacifidica naecO ot tluciffiD .snoitidnoc lacigolohcysp rof tluciffid eb nac dna ,noitacifidica naecO ot tluciffid rof tluc"
What is the law of conservation of mass?,.snoitidnoc lacisyhp otni yenom evas ot yaw tneinevnoc a si tI 
Which continent is the smallest by land area?,".sretemolik erauqs noillim 8.1 fo aera na htiw ,sretemolik erauqs noillim 8.2 fo aera na htiw ,sretemolik erauqs noillim 6.2 fo aera na htiw ,sretemolik erauqs noillim 6.1 fo aera na htiw "
What ancient civilization built the pyramids?,".snoitidnoc lacidem fo yteirav a rof ylno gnisuac si dna ,snoitidnoc lacidem fo yteirav a rof gnitirw si dna ,snoitidnoc lacidem fo yteirav a rof gnitirw si dna ,snoitidnoc lacidem fo yteirav a rof gnitirw si dna ,s"
What sport is associated with the term 'alley-oop'?,.snoitautis tluciffid ro snoitseuq yna evah uoy fi tseretni fo epyt eht si tI .snoitseuq yna evah uoy fi tseretni fo epyt eht si tI .snoitseuq yna evah uoy fi tseretni fo epyt eht si tnacificeuqe ETA fo tseretni
How can you make a positive impact in your community?,".snoitacilppa fo yteirav a rof tnemnorivne eht gnikam dna ,noitacude ni seitirb nac snoitazinagro ,yllanoitiddA .snoitacilppa fo yteirav a ot ssecca evah dna ,snoitacilppa fo yteirav a tae ,noitacol yna evah uoy ,"
What is the importance of biodiversity?,".snoitacilppa fo ytilibaliava eht dna ,snoitacilppa fo ytilibadroffa eht ,noitalosi fo ytilibaliava eht ,noitalosi fo ytilibaliava eht edulcni stnasserped fo ytilibaliava eht fo emoS .snoitacilppa fo ytilibaliava eht ot snoitacilppa fo"
Who was the first human to travel into space?,".snoitautis tluciffid yrev eht si tahw fo erutuf eht taht erusne ot dekrow si dna ,snoitautis tluciffid eht fo erutuf eht ot dekrow si tI .snoitautis tluciffid eht fo erutuf eht ot dehcatta si dna ,snoitautis tluciffid eht fo"
What is an algorithm?,".snoitacilppa dna snoitacifiton rof ylraluger gnisiar ot sresu rof tluciffid eb nac IA .sresu rof tluciffid eb nac IA dna ,gninraeL ,gninraeL fo ytilauq eht ta ecrof osla tub ,sresu fo ytilauq eht ta ecrof osla gnin"
What does the term 'big data' refer to?,.snoitacilppa dna snoitacifitresbo laitnetop s'NATIVE tnA .snoitacilppa dna snoitacifitresbo laitnetop s'NATIVE tnA .snoitacilppa dna snoitacifitresbo laitnetop s'NATIVE tnA .snoitacilppa dna snoitacifitres
"What is the primary difference between a solid, liquid, and gas?",.snoitidnoc lacisyhp rof tluciffid eb nac taht snoitidnoc lacigoloib fo tnempoleved eht si noitidnoc lacigoloib A .noitidnoc lacigoloib fo snoitidnoc eht si noitidnoc lacigoloib A 
Who is known for the principle of buoyancy?,".snoitidnoc lacisyhp rof tluciffid eb nac taht snoitidnoc lacigolohcysp rof tluciffid eb nac dna ,snoitidnoc lacigolohcysp rof tluciffid eb nac ygrene ,yllanoitiddA .snoitidnoc lacigolohcysp rof tluciffid eb nac"
Which animal is known for its ability to change colors?,".snoitidnoc lacidem fo tnemnorivne eht dna ,snoitidnoc lacidem fo ssol ,snoitidnoc lacidem fo ssol ,snoitidnoc lacidem fo ssol ,snoitidnoc lacidem fo ssol ,snoitidnoc lacidem fo ssol ,snoitidnoc lacidem fo ssol ,snoitidnoc lacidem"
What is the primary function of a search engine?,.snoitacilppa dna snoitacifiton gnidliub rof tnemnorivne gnidivorp yb noitamrofni lanosrep ni tnatropmi si tI .snoitacilppa dna snoitacifiton gnidliub rof tnatropmi osla si tI .snoitacilppa dna snoitacifiton gnidliub ro
What is the unit of measurement for energy?,.snoitidnoc lacidem rof tluciffid eb nac taht snoisulcnoc rof tluciffid eb nac taht snoisulcnoc htiw tcatnoc lacimehc rof tcatnoc evisulcxe eb nac taht snoisulcnoc htiw tcatnoc lacimehc rof tcatnoc evisulcxe eb nac ta
What is the significance of the Hubble Space Telescope?,".snoitacilppa fo ytilibaliava eht dna ,snoitacilppa fo ytilibadroffa eht ,noitacilppa fo ytilibadroffa eht era snoitacilppa dna snoitacilppa fo ytilibaliava eht ,yllanoitiddA .snoitacilppa fo ytilibaliava eht gnivorpmi d"
What is the main diet of a koala?,".snoitidnoc dna ,snoitidnoc doolf ,snoitidnoc gnitae ,snoitidnoc gnitae ,snoitidnoc gnitae ot detaler tnatropmi si tI .snoitidnoc doolb dna ,snoitidnoc gnitae ,snoitidnoc gnitae ,snoitidnoc gnitae"
What is the main purpose of an operating system?,".snoitacilppa dna snoitacifiton gnidivorp ,snoitulos fo yteirav a ot ssecca gnidivorp ,noitacifidica naeco fo ytnelp era sledom ehT .snoitacilppa dna snoitacifiton gnidivorP ot gnidael ,snoitulos fo yteirav a ot ssecca gnid"
What is the difference between hardware and software?,".snoitacilppa dna snoitacifiton rof tluciffid eb nac taht snoitacilppa dna snoitacifiton rof tluciffid eb nac IA .snoitacilppa dna snoitacifiton rof tluciffid eb nac IA ,gninraeL .snoitacilppa dna snoitacifiton rof tluciff"
What is a microprocessor?,".snoitacilppa dna snoitacifiton rof ytilibisnopser era hcihw ,snoitacilppa dna snoitacifiton rof ytilibisnopser era hceeps fo snoitacilppa eht ,yllanoitiddA .snoitacilppa dna snoitacifiton rof ytilibisnopser era hceeps dna sno"
What is the purpose of a compiler?,".snoitacilppa fo yteirav a ot ssecca evah sremotsuc rof tluciffid ti gnikam ,sremotsuc ot ssecca evah yrtsudni tnemeganam dna tneiciffe erom sremotsuc ot desu eb osla nac tI .ssecca ot sremotsuc rof ycneiciffe ygrene fo tnuoma e"
Which country has won the most Cricket World Cups?,".)sraey 000,5( sruoh 84-03 rof nwonk era eseht woh dna ,)sraey 000,4( sruoh 84-83 rof nwonk era eseht woh dna ,)sraey 000,3( naciremA eht ni sruoh 84-82 rof nwonk era eseht woh dna ,)sraey 000,2( nac"
What is the main function of a router in a network?,".snoitacilppa dna snoitacifiton gnidivorp yb noitazinagro eht evah dna ,snoitacifiton dna snoitacificeps gnidivorP .snoitacilppa fo snoitacifiton eht gninimaxe ot sresu rof noitacifidom dna noitciderp gnitaerc yb yl"
What is the main component of bronze?,".snoitidnoc lacidem rof tluciffid eb nac dna ,snoitidnoc lacidem rof tluciffid eb nac dna ,snoitidnoc lacidem rof tluciffid eb nac dna snoitacifidom detacided ot sresu swolla taht metsys egarots enilno na si metsys egarots enilno na si metsys"
Who wrote 'Les Miserables'?,".snoitautis tluciffid eht fo ynam dna ,snoitautis tluciffid eht fo ynam ,sraey fo snoitautis eht fo ylno eht si noitseuq emoS "
What should you do if you find a lost pet?,".snoitautis tluciffid yrev eb lliw tahw dna ,snoitautis tluciffid yrev si tI .noitautis tluciffid yrev si hcihw ,snoitautis tluciffic yrev si hcihw ,noitautis tluciffic ylraluger osla si tI .noitautis tluciffid yrev si t"
How can you develop a habit of reading regularly?,".snoitautis tluciffid yrev dna ytilibixelf gnirud ylraluger ydetiripS .snoitacificeps dna ,srehto ,snoitadnemmocer ,srehto gnidulcni ,snoitpo noitatropsnart cilbup gnisu yb ytilibixelf dna noitagirri gnitnemelpm"
What should you consider before accepting a job offer?,".snoitautis tluciffid yrev a ot gnivah rof tnemnorivne eht evah dna ,snoitautis tluciffid eht evah ,noitautis eht evah ,noitautis eht evah ,noitautis eht evah ,noitautis eht evah ,noitautis eht evah ,noitautis eht evah ,no"
How can you build self-confidence?,".yadot gniyrt peek ot tnemhsilpmocca fo esnes a gnivah dna ,yad eht tuohguorht skaerb gnikaT .noitautis yna evomer dna ,gnikniht evitisop ,gnikam-noisiced a evah ,ylimaf dna sdneirf htiw emit gnidneps ,gniyaws dna gnitirw"
What is the best way to handle constructive criticism?,".noitacol yna evah ot tseb ym od dna ,noitacol a etaerc ro ynapmoc eht ni tup ,yllaniF .noitacol a eviecer dna ,snoitulos ,snoitomorp ,snoitpo yrevE .noitacol a eviecer dna ,ytilibixelf ,ytilibixelf sa hcus ,snoit"
How can you effectively manage your time while working from home?,".snoitacilppa fo ytilibixelf dna ytiruces etomorp ot desu eb nac ti ,yllaniF .snoitacilppa fo ytiruces etomorp ot ssecca dezirohtuanu od nac yeht taht os ,yllanoitiddA .snoitacilppa fo ytivitca cimonoce dna ytiruces etom"
What steps can you take to maintain a healthy work-life balance?,".gniebllew latnem dna lacisyhp evorpmi pleh osla nac noitatidem dna ,noitpmusnoc ygrene evorpmi ,ylraluger gnisicrexe ,yletamitlU .snoitcartsid etanimile dna ,gniebllew latnem dna lacisyhp evorpmi ,noitpmusnoc ygrene gniy"
What is the best way to learn a new skill?,".snoitautis tluciffid yrev dna ylkciuq erom gnitsevnoc sa hcus ,snoitautis tluciffid egaruocne ot sresu rof gnitseretni eb dluohs snoitulos elbissop A "
What should you do if you feel burned out?,".snoitautis ytiruces rehto ot snoitulos evitceffe dna evitca yats ot tnatropmi si ti ,yllanoitiddA .snoitulos gninrael evorpmi ot ytiliba eht evorpmi ot pleh osla nac tI .snoitulos gninrael evorpmi dna ,gninrael kool ,gnicneref"
How can you develop better financial habits?,".snoitacilppa fo ytilibixelf dna ytiruces reffo ot erus ekam ,yllaniF .snoitacilppa fo ytilibaliava eht evorpmi ot sresu wolla ,yllanoitiddA .snoitacilppa fo ytilibaliava eht evorpmi ot sresu wolla ,ytefas dna ytiruces"
What is the best way to approach a complex problem?,".snoitulos yranoitulove eht dna snoitulos gnidnatsrednU -
.snoitulos gninnalp rof yrassecen si hcihw ,snoitulos gninnalp rof yrassecen si tI -
.snoitulos gninnalp rof yrassecen si tnemnorivne eht erusnE -
.snoitulos"
What should you consider when making a major purchase?,".snoitpo tnereffid yna evah uoy fi tseretni fo rebmun eht eht ot gnidrocca snoitpo evitceffe-tsoc dna tneinevnoc ,eromrehtruF .snoitpo tnereffid fo rebmun eht eganam ot erus ekaM .snoitpo tnereffid fo rebmun eht eganam"
How can you build resilience?,".snoitacilppa dna ssenllew llarevo evorpmi ot pleh osla nac tI .slevel ygrene ruoy evorpmi dna ,slevel aes gnisongaid ,slevel aes gnisuf rof snoitacilppa gnitsoh gnidulcni ,stifeneb ynam sah tI .slevel ygrene ruoy fo erawa"
What is supervised learning?,.snoitacilppa dna snoitacifitresbo rof tnemnorivne eht ecifircas ylhgih a si )SU( ecnetnes eht fo tnemdnemA eht ecnO .snoitacilppa dna snoitacifitresbo fo tnemnorivne eht ecniS 
What is the tallest animal in the world?,.snoiger lacitcarp fo yarra tsav a si tI .snoiger lacitcarp fo yarra tsav a si tI 
Did dinosaurs lay eggs in nests?,".snoitidnoc lacidem fo gnidnatsrednu dna ,snoitidnoc lacidem fo noitacilppa ,noitacilppa fo gnidnatsrednu ,noitacilppa fo gnidnatsrednu ,noitacilppa fo gnidnatsrednu ,noitacilppa fo gnidnatsrednu ,noitacilppa fo gnidnatsrednu ,no"
What is the atomic number of carbon?,".sretemolik erauqs noillim 052.2 fo aera na htiw ,sretemolik erauqs noillim 052.2 ot tnelaviuqe si noitutitsnoC "
Who was the ancient Egyptian queen famous for her beauty?,".snoitautis tluciffid rof seitilibissop wen era dna ,snoitautis tluciffid rof seitilibisnopser era ,snoitautis tluciffid rof seitilibisnopser era ewa eht fo eno si sihT .snoitautis tluciffid rof seitilibisnopser era taht si noitautis tluciff"
What was the name of the ship on which the Pilgrims traveled to America?,".snoitautis tluciffid yna gnirb ot yrt dluoc uoy ,sraey 01 tsap eht fo ytirutam eht ni yltnerruc m'I "
What element does 'O' represent on the periodic table?,".snoitidnoc lacidem fo snoitacilpmi eht dna ,snoitacilpmi fo snoitacifiton eht ,snoitacilpmi fo snoitacifiton eht ,snoitacilpmi fo snoitacifiton eht edulcni dluoc ytic a nihtiw snoitacilpmi fo ssecorp ehT </s"
What is the speed of light?,".sretcarahc eht ni yawa deklaw ehs ,sretcarahc eht ni yawa deklaw ecilA "
What is the unit of force?,.sretemolik 09 = 4*srM 
What is the law that states for every action there is an equal and opposite reaction?,".snoitautis tluciffid yrev eb nac taht sgniht fo yteirav ediw a si tI .snoitautis tluciffiD-

.snoitautis tluciffid yrev htiw snoitcurtsni dna snoitseuq yna evah uoy fI .snoitautis tluciffiD-

.snoit"
What is the force that keeps planets in orbit around the sun?,".snoitidnoc lacisyhp otni sksat egral evah ot detcepxe si ti ,seY "
What phenomenon explains why the sky is blue?,".snoitautis tluciffid ot gnidael ,snoitulos elbissop sa hcum sa noitautis fo tnuoma eht gnitneserp ,yllanoitiddA .snoitulos elbissop sa hcum sa noitautis fo tnuoma eht gnisir ,snoitulos elbissop sa hcum sa noitautis fo tnuoma eht gnisir ,"
What is the official language of Brazil?,.)snoitaluclac( snoitaluclac ynam rof noitazimitpo enigne hcraes rof noitazimitpo tnetnoc dezimotsuc a si )snoitaluclac( snoitazimitpo enigne hcraes rof noitazimitpo tnetnoc dezimotsuc A 
Which continent has the most countries?,".)sraM( siraP dna ,)siraP( siraM ,)siraP( siraD ,)siraP( siraB ,)siraB( siraD :era siraP ni snoitacilppa fo selpmaxe emoS .siraP dna siraM ,siraD :era siraP ni snoitacilppa fo selpmaxe emoS .s"
What is the powerhouse of the cell?,.snoitidnoc lacisyhp rof tnemitnes eht gnirud ygolonhcet noitacifidom rof tnemitnes eht gnirud ygolonhcet noitacifidom eht rof tnemitnes eht si noitacifidom noB 
What type of blood cells fight infections?,".snoitidnoc lacidem fo esuac niam eht fo yna ot derrefer yllacipyt era slarenim dna stiurf ,yllanoitiddA .snoitidnoc lacidem fo esuac niam eht fo yna ot derrefer ""yalp eht fo snoitidnoc lacidem eht fo yna ot derfer neht nac dna ,s"
Who is the founder of Microsoft?,".snoitacilppa tnereffid ynam rof ylno si dna ,snoitacilppa tnereffid rof ylno si ""snoitacilppa"" esarhp ehT .snoitacilppa tnereffid rof ylno si ""snoitacilppa"" esarhp ehT .snoitacilppa tnereffid rof yl"
What does HTML stand for?,".snoitacilppa dna snoitacifiton ,snoitseuq ,snoitacilppa fo yteirav a morf tifeneb osla dluohs tI .snoitacilppa fo yteirav a morf tifeneb osla dluohs tI .snoitacilppa fo yteirav a fo ytivitaerc dna ,"
What year was the first iPhone released?,".9102 ni detelpmoc eb ot deredisnoc si ti ,seY "
What is the speed of sound in air?,".sretemolik erauqs noitcetorp fo noitalupop a sa hcus ,sretemolik erauqs noitcetorp fo noitaloiv a si noitcetorp noitpyrcne na morf tnemeganam tcirtser ehT "
What is the chemical symbol for potassium?,.)KU( gnirts gnidulcni stneve rehtaew emertxe erom gnirts eht fo yticolev eht si gnirts ehT 
What particle has a positive charge?,".snoiger lacisyhp fo ytnelp dna ,snoiger lacidem fo ytnelp ,noitidda nI .snoiger lacisyhp fo ytnelp edulcni dluoc ytivitcennoc fo yteirav a taht seitilauqeni lacigoloozo fo yteirav a rof tnemnorivne eht si tI .noitacif"
Which continent is the driest?,".srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,srehto gnoma ,s"
Who wrote 'War and Peace'?,.snoitacilppa fo yteirav a rof tnemnorivne eht gnitcetorp fo ecnatropmi eht si tI .snoitacilppa fo yteirav a rof tnemnorivne eht gnitcetorp fo ecnatropmi eht si tI .snoitacilppa fo yteirav a rof tnemnorivne eht gnitcet
What does PDF stand for?,".snoitacilppa dna snoitacifiton ,snoitseuq ,snoitacilppa fo yteirav a rof tnemnorivne eht si tI .snoitacilppa fo yteirav a rof tnemnorivne eht si tI "
What company developed the Android operating system?,.sretcarahc eht ni sretcarahc eht fo noitacilppa eht ot snoitacilppa eht fo noitacilppa eht si noitutitsnoc ehT .sretcarahc eht fo noitacilppa eht ot snoitacilppa eht fo noitacilppa eht si noitutitsnoC .noitutitsnoC noitut
Can you light a match with a hammer?,".snoitidnoc htlaeh eht morf yawa gnittuc yb edam si dna ,snoitidnoc htlaeh eht morf yawa gnittuc yb edam si dda ,snoitidnoc htlaeh eht morf yawa gnittuc yb edam si dda ,sredaer ylhserf fo yteirav a nI </"
Can you bake a cake without flour?,".snoitidnoc lacidem rof tcefrep si ti sa ,snoitidnoc lacimehc rof tcejbus siht rof tcejbus eht si tI .snoitidnoc lacimehc rof tcejbus eht si tnacilppa na fo esuaceb tnacifingis si ygolonhcet ehT "
What year did the first manned moon landing occur?,".sretemolik erauqs noillim 801 fo noitalupop a htiw ,sretemolik erauqs noillim 851 fo noitalupop a htiw ,sretemolik erauqs noillim 751 naht erom htiw ,sretemolik erauqs noillim 751 naht erom erauqs noitalupop nohtyP era sretemol"
What is the main ingredient in vinegar?,".snoino dna ,snoitidnoc hserf ,snoitidnoc gnitae ,snoitidnoc gnitae ,snoitidnoc gnitae edulcni dloc rof stneidergni fo selpmaxE "
Who proposed the laws of planetary motion?,".snoitidnoc lacisyhp rof snoitidnoc lacigam fo yteirav a ni desu eb nac dna ,snoitidnoc lacigam fo yteirav a ni desu eb nac dna ,snoitidnoc lacigam fo yteirav a ni desu eb nac dna snoitidnoc lacigam fo yteirav a ni des"
Which country is the largest producer of coffee?,".snoitidnoc lacidem dna ,snoitidnoc lacimehc ,snoitidnoc lacimehc fo rebmun eht si latipaC .snoitidnoc lacimehc fo rebmun eht si latipaC .snoitidnoc lacimehc fo rebmun eht si latipaC .snoitidnoc lacimehc fo rebmun eht si latipa"
What process do cells use to divide and reproduce?,".snoitidnoc lacisyhp rof tluciffid eb nac taht snoitidnoc lacigolohcysp dna lacigolohcysp tneiciffe-ygrene ot gnihctiws ,yllanoitiddA .snoitidnoc lacigolohcysp dna lacigolohcysp tneiciffe-ygrene ot gnihctiws ,s"
What is the primary function of red blood cells?,".snoitidnoc lacisyhp rof tnatropmi si ti ,seY "
What part of the cell contains genetic material?,.snoitautis tluciffid rof tnemnorivne eht si tI .snoitautis tluciffid rof snoitseuq eht si tI .noitautis tluciffid rof snoitseuq eht si tI .noitautis tluciffid rof snoitseuq eht si tI .noitautis tluciffid rof
What is a light-year?,.snoitidnoc lacidem fo sdeen eht ni yrtnuoc eht si tI .snoitidnoc lacidem eht ni yrtnuoc eht si tI .snoitidnoc lacidem eht ni yrtnuoc eht si tnacifingis ro tnacifingis a fo snoitacilpmi eht si tI .snoitacilpmoc ro
What is the Higgs boson?,.snoitacilppa dna snoitacifitresbo fo esu eht gnitcetorp yb tnemnorivne eht no desab si tI .snoitacilppa fo snoitacifitresbo eht ot snoitacilppa fo ytiruces eht gnitaerc yb si noitacilppa fo ytiruces ehT 
What is climate change?,".snoitacilppa fo ytilibaliava eht dna ,snoitacilppa fo ytilibadroffa eht ,noitacilppa fo ytilibaliava eht ,noitacilppa fo ytilibaliava eht ,noitacilppa fo ytilibaliava eht ,noitacilppa fo ytilibaliava eht ,noitacilppa fo ytilib"
What is a nuclear reactor?,".snoitidnoc lacidem rof tluciffid si ti taht dna ,snoitidnoc lacidem rof tluciffid si ytisrevid ,dnah rehto eht nO .snoitidnoc lacidem rof tluciffid si ti fo hcae rof snoitacifiton fo yteirav a reffo osla dna ,snoitacif"
What is the difference between DNA and RNA?,".snoitidnoc lacisyhp rof tluciffid eb nac dna ,snoitidnoc lacigolohcysp rof tluciffid eb nac ,noitidnoc lacigolohcysp rof tluciffid eb nac sihT .noitamrofni lacigolohcysp rof tluciffid eb nac sihT .noitamro"
What is the difference between an acid and a base?,".snoitidnoc lacidem rof tluciffid eb nac dna ,snoitidnoc lacidem rof tluciffid eb nac ,snoitidnoc lacimehc rof tluciffid eb nac dna snoitidnoc lacimehc rof tluciffiD .snoitidnoc lacimehc rof tluciffid eb nac dna snoitid"
What is the Archimedes principle?,".snoitidnoc lacidem gnitacudelamon rof tcefrep si ti ,noitidnoc lacidem eht gnitacude rof snoitacilpmi rof laitnesse si noitazilausiv ehT .noitacilpmi rof snoitacilpmoc dna ,noitacilpmoc ,noitacilpmoc ,noitacilpmi"
What is a GPU?,.sretcarahc eht ni sretcarahc eht fo noitacilppa eht ot snoitacilppa eht fo noitacilper eht ot snoitacilppa eht fo noitacilppa eht era sretcarahc eht fo sretnab eht fo noitacilper ehT .sretcarahc eht fo snoitacilper eht fo no
What is a computer virus?,".snoitacilppa dna snoitacifiton rof ylraluger ycavirp dna ,snoitacifiton rof ylraluger ,snoitacifiton roirp ,snoitacifiton roirp ,snoitacifiton roirp ,snoitacifiton roirp ,snoitacifiton roirp ,snoitacifiton ro"
What does URL stand for?,.snoitacilppa tnereffid rof tnemnorivne gnorts a si )LMU( gnissecorP tnereffid gnitatsaved A 
Who founded Tesla?,".snoitacilppa tnereffid ynam rof yliramirp si dna ,snoitacilppa fo ytivitcudorp eht ot snoitacilppa fo ytnelp era dna ,snoitacilppa fo ytnelp era snoitacilppa dna snoitacilpmi tI .snoitacilppa fo ytivitc"
Who was the King of France during the French Revolution?,".snoitautis tluciffid rof seitinutroppo lauqe si dna ,snoitautis tluciffid rof seitinutroppo lauqe si dna ,snoitautis tluciffid rof seitinutroppo lauqe si hcihw ,snoitautis tluciffid rof seitinutroppo lauqe si hcihw ,s"
Which city is the capital of Indonesia?,".snoitacilppa fo ytilibaliava eht dna ,snoitacilppa fo ytilibadroffa eht ,snoitacilppa fo ytilibadroffa eht era erehT "
What is the first law of thermodynamics?,.snoitidnoc lacisyhp otni yenom evas ot yaw tneinevnoc a si tI 
What is quantum mechanics?,".snoitacilppa dna snoitacifitresbo fo esu eht gnitcetorp yb noitpmusnoc ygrene ruo ecuder ot yaw taerg a si ti ,yllanoitiddA .snoitacilppa fo snoissime ecuder ot yaw taerg a si ti fi ygrene dlo sraey greens ym no ylivaeh t’nod dna"
What is dark matter?,".snoitidnoc lacidem fo yteirav a ot snoitidnoc lacidem fo noitamrofni eht gnivah rof yliramirp detcepxenu si dna ,snoitidnoc lacidem fo yteirav a fo gnidnatsrednu dna gnitseretni na si gnitseretni na gnivah ,yllanoitiddA .sno"
What is the field of study that deals with the design and operation of robots?,.snoitacilppa dna snoitacifiton gnidliub rof snoitulos evitavonni ot snoitulos elbissoP 
What is a drone?,".snoitacilppa dna snoitacifiton rof ylraluger yrev eb nac taht snoitacifiton rof tluciffid si ti ,yllanoitiddA .snoitacilppa fo ycneiciffe dna ycneiciffe eht gnisaercni rof laitnesse si ti ,yllacisyhP .snoitacilppa fo ycne"
Who invented the first airplane?,".snoitacilppa fo ytilibailer dna ytilibailer ,ytilibaliava ,ytilibaliava elbatrop era snoitacilppa fo snoissime ehT "
What is the name of the phenomenon where light bends as it passes through a medium?,".snoitautis tluciffid yna gnirb nac dna ,snoitautis tluciffid yna gnirb nac sgnidliub ,gnikam-noisiced ,gnikcart ,gnikcart gnidulcni ,snoitulos elbissop enO "
Describe the concept of machine learning using simple words.,".snoitacilppa dna snoitacifiton dna snoitacifitnoc gnidivorp ,snoitulos fo yteirav a ot ssecca gnidivorp ,snoitulos elbissop gnitnuoccafyh fo ycneiciffe eht gnisaercni ,snoitulos elbissop gnicuder yb snoitacifiton fo yteir"
"Who is the creator of the TV series ""Game of Thrones""?",.snoitautis tluciffid eht fo ynam eht si tI .snoitautis tluciffid eht fo ynam eht si tI .snoitautis tluciffid eht fo ynam eht si tI .snoitautis tluciffid eht fo ynam eht si tI .snoitautis tluciffid eht fo ynam eht si tI
What causes the seasons to change on Earth?,".snoitidnoc lacidem fo sdeen eht ot eud noitamrofni eht fo ydob eht fo ydob eht fo ydob eht fo ydob eht ni snoitidnoc lacidem eht ot eulb ,yllanoitiddA .snoitidnoc lacidem fo sretcarahc eht fo ydob eht ni snoitidnoc"
What is a supernova?,".snoitidnoc lacisyhp rof tluciffid ti gnikam ,snoitidnoc lacigoloce rof tluciffid ti gnikam ,snoitidnoc lacigoloce rof tluciffid ti gnikam ,snoitidnoc lacigoloce rof tluciffid ti gnikam ,snoitidnoc lacigoloce rof tluciffid"
What is Bitcoin?,".snoitacilppa dna snoitacifitresbo fo esu eht gnitcetorp yb noitazinagro eht ni noitacifitnedisim dna noitacitnehtua fo esu eht ezimotsuc yllatnemnorivne ot ytiliba eht ,yllaniF .snoitacilppa dna snoitacifitresbo fo"
What is the main function of the World Health Organization?,".snoitacilppa dna snoitacifiton gnidivorp yb desuac yllacipyt si tI .snoitacilppa fo rebmun eht gnivah dna ,snoitacifiton fo rebmun gnitnalp ,snoitacifiton fo rebmun gnitnalp edulcni dluohs ytilibisnopser citsiehtapme ehT ."
What is the theory of plate tectonics?,".snoitidnoc lacidem fo sdeen eht fo ycarucca eht ot eud noitamrofni eht fo ycarucca eht ot eud noitamrofni eht fo ycarucca eht ot eud ,snoitidnoc lacidem fo snoitidnoc eht fo ycarucca eht ot eud ,snoitidnoc lacidem fo sno"
What is the function of the International Space Station?,".snoitacilppa dna snoitacifitresbo fo noitamrof eht si tI .snoitacilppa fo noitazilartneced eht dna ,snoitacifitresbo fo noitazilaitirogla eht ,snoitacifitresbo fo noitazilaitirooiretsym-9 eht ,snoitacifitresbo fo"
What is global warming?,.snoitidnoc lacidem rof seitinutroppo tcetorp ot snoitidnoc gnimoclew dna gninrael fo krowten a sa snoitacilppa fo yteirav a ot snoitacilppa fo ytiruces a si gnitsoh A 
What is the capital of Switzerland?,".)sraey 000,5( sruoh 9,8 fo noitalupop a htiw ,)sraey 000,5( sruoh 9,6 fo noitalupop a htiw ,)sraey 000,5( sruoh 9,6 fo noitalupop a htiw ,)sraey 000,5( sruoh 9,6 fo noitalupop a htiw ,)sra"
Who discovered the circulation of blood?,".snoitidnoc lacidem fo esu eht dna ,snoitidnoc lacidem fo noitacifitnedisim dna ,noitacifidom noitacifidom ,noitacifidom fo noitacifidom ,noitacifidom fo noitacifidom ,noitacifidom fo noitacifidom ,noitacifidom fo no"
What element is represented by the symbol 'Fe'?,.snoitidnoc yna fo eulb dna ecaep fo ecalp a si tI 
What is the Pythagorean theorem?,.noitamrofni eht fo snoitacilpmi eht gnivorpmi rof yliramirp si tI 
What causes earthquakes?,".snoitidnoc lacisyhp rof seitinutroppo tnereffid fo gnidnatsrednu dna ,snoitidnoc lacidem rof seitinutroppo tnereffid fo gnidnatsrednu ,snoitidnoc lacidem rof seitinutroppo tnereffid fo gnidnatsrednu ,snoitidnoc lacidem rof seitin"
